entry_id,user_id,contest_id,entry_time,entry_fee,bonus_funds_used,cash_used,payout_amount,status
32748,2441,343,2025-01-22 21:47:48,20,0,20,20,cancelled
32749,4871,496,2024-12-07 13:14:13,20,0,20,0,completed
32750,4605,66,2025-01-09 16:01:55,20,0,20,0,completed
32751,2799,401,2024-09-21 06:23:34,20,0,20,0,completed
32752,3307,229,2025-01-01 03:10:16,50,0,50,100,completed
32753,4267,449,2025-01-08 11:37:42,50,0,50,0,completed
32754,2824,281,2024-10-10 20:31:35,50,0,50,1000,completed
32755,2269,113,2024-11-20 01:29:15,100,0,100,0,completed
32756,2943,355,2025-01-24 03:23:56,50,0,50,150,completed
32757,1054,378,2025-01-03 00:02:25,25,0,25,25,cancelled
32758,2925,166,2024-11-16 04:04:33,10,0,10,0,completed
32759,2896,361,2025-01-13 18:53:08,10,0,10,0,completed
32760,3367,70,2024-12-07 22:36:20,25,0,25,0,completed
32761,14,450,2024-10-07 02:30:25,10,0,10,10,cancelled
32762,182,262,2024-09-18 16:16:47,10,0,10,200,completed
32763,525,39,2024-09-02 19:09:24,5,0,5,0,completed
32764,4888,117,2024-10-11 16:50:33,50,0,50,0,completed
32765,324,371,2024-09-04 13:56:51,5,0,5,100,completed
32766,2587,155,2024-10-24 21:34:28,20,0,20,60,completed
32767,2123,353,2024-09-16 06:15:08,50,0,50,0,completed
32768,4278,190,2025-01-24 23:03:50,20,0,20,400,completed
32769,4397,166,2024-11-15 23:02:23,10,0,10,0,completed
32770,3126,24,2024-11-29 12:04:03,5,0,5,0,completed
32771,4738,360,2024-10-23 17:32:27,100,0,100,0,completed
32772,4964,320,2024-10-18 02:56:09,100,0,100,0,completed
32773,2176,180,2025-01-06 13:52:51,10,0,10,0,completed
32774,4156,281,2024-10-12 18:07:31,50,0,50,0,completed
32775,4286,460,2024-10-02 18:16:19,5,0,5,0,completed
32776,2552,331,2024-10-03 07:33:56,100,0,100,0,completed
32777,4909,102,2024-09-22 23:07:23,100,0,100,0,completed
32778,1161,403,2024-10-09 21:59:12,25,0,25,37.5,completed
32779,714,401,2024-09-21 14:43:05,20,0,20,30.0,completed
32780,4075,458,2025-01-07 02:44:25,20,0,20,0,completed
32781,2690,457,2024-08-31 12:35:04,10,0,10,50,completed
32782,1009,237,2024-09-26 13:21:28,50,0,50,0,completed
32783,413,189,2024-10-05 22:57:29,50,0,50,250,completed
32784,4345,428,2024-10-28 19:04:12,10,0,10,10,cancelled
32785,226,280,2024-09-19 00:29:41,10,0,10,0,completed
32786,2674,452,2024-10-01 22:03:05,100,0,100,0,completed
32787,4890,177,2024-10-06 06:56:15,50,0,50,500,completed
32788,3497,473,2024-10-22 20:57:18,25,0,25,0,completed
32789,1308,415,2024-10-21 08:23:51,10,0,10,100,completed
32790,1698,329,2024-10-26 04:04:42,10,0,10,0,completed
32791,756,31,2025-01-10 13:33:09,5,0,5,0,completed
32792,4890,344,2024-09-02 10:46:32,100,0,100,0,completed
32793,890,479,2025-01-18 20:15:23,25,0,25,0,completed
32794,4802,141,2024-12-30 00:21:41,20,0,20,20,cancelled
32795,3085,30,2024-10-02 03:42:30,25,0,25,0,completed
32796,1596,360,2024-10-22 05:10:02,100,0,100,0,completed
32797,798,59,2025-01-03 21:39:22,100,0,100,0,completed
32798,4097,327,2024-11-20 02:07:59,50,0,50,0,completed
32799,914,116,2024-11-24 23:54:23,5,0,5,0,completed
32800,804,377,2024-10-04 01:15:50,20,0,20,0,completed
32801,2128,222,2024-11-19 05:10:59,100,45,55,300,completed
32802,494,373,2024-11-11 04:01:08,20,0,20,0,completed
32803,209,424,2024-11-20 18:10:28,100,0,100,0,completed
32804,3030,79,2024-10-03 15:56:54,50,0,50,0,completed
32805,4869,297,2024-09-21 16:21:59,5,0,5,5,cancelled
32806,4252,481,2024-11-10 05:44:01,5,0,5,0,completed
32807,4279,265,2024-12-15 12:40:32,10,0,10,0,completed
32808,3611,466,2024-09-30 12:47:23,100,0,100,0,completed
32809,699,76,2024-10-02 07:10:26,5,0,5,0,completed
32810,2189,81,2024-10-21 06:18:46,20,0,20,0,completed
32811,3793,150,2025-01-20 15:26:36,25,0,25,0,completed
32812,4164,187,2024-10-30 04:36:04,100,0,100,0,completed
32813,3987,39,2024-09-02 06:20:34,5,0,5,0,completed
32814,4551,152,2024-10-18 09:42:12,25,0,25,0,completed
32815,2874,178,2024-09-24 14:07:51,5,0,5,0,completed
32816,871,35,2024-09-30 16:50:01,10,0,10,0,completed
32817,451,419,2024-09-28 05:57:48,20,0,20,0,completed
32818,4583,320,2024-10-17 09:20:56,100,0,100,0,completed
32819,975,166,2024-11-15 09:25:03,10,0,10,0,completed
32820,1797,166,2024-11-15 02:25:17,10,0,10,0,completed
32821,3162,434,2024-11-20 01:27:17,25,0,25,25,cancelled
32822,3493,485,2024-10-15 11:51:40,20,0,20,0,completed
32823,2320,453,2025-01-14 20:40:45,20,0,20,20,cancelled
32824,4472,47,2024-10-22 14:19:12,50,0,50,0,completed
32825,3196,283,2025-01-21 21:04:24,25,0,25,0,completed
32826,615,172,2024-09-26 18:30:47,100,0,100,0,completed
32827,3044,364,2024-12-23 12:09:47,5,0,5,0,completed
32828,2632,165,2024-12-04 19:50:42,20,0,20,0,completed
32829,279,73,2024-12-26 02:58:32,10,0,10,0,completed
32830,957,7,2024-10-31 20:05:41,20,0,20,0,completed
32831,3413,285,2024-10-15 23:00:05,25,0,25,0,completed
32832,4724,331,2024-10-03 08:21:55,100,55,45,2000,completed
32833,3243,321,2024-10-16 03:29:22,10,0,10,,completed
32834,2094,188,2024-10-23 16:48:09,5,0,5,0,completed
32835,3399,321,2024-10-15 23:59:06,10,0,10,0,completed
32836,927,373,2024-11-12 07:11:50,20,0,20,0,completed
32837,80,420,2024-10-03 12:32:01,5,0,5,100,completed
32838,2659,494,2024-09-01 08:23:32,100,0,100,0,completed
32839,3606,447,2024-11-14 21:06:49,5,0,5,0,completed
32840,3903,439,2024-09-29 16:51:04,5,0,5,0,completed
32841,1822,156,2024-12-17 06:24:45,10,0,10,0,completed
32842,4325,466,2024-09-30 10:23:17,100,0,100,500,completed
32843,2724,140,2024-12-06 16:05:56,50,0,50,0,completed
32844,1768,53,2025-01-13 17:10:32,10,0,10,30,completed
32845,4550,231,2025-01-17 04:44:31,100,0,100,0,completed
32846,4213,447,2024-11-15 15:24:53,5,0,5,0,completed
32847,4888,468,2024-10-19 02:53:47,5,0,5,5,cancelled
32848,3647,241,2024-12-27 11:11:14,25,0,25,0,completed
32849,1151,31,2025-01-09 14:29:48,5,0,5,10,completed
32850,2676,263,2024-12-31 21:54:42,10,0,10,0,completed
32851,308,418,2024-11-16 06:04:40,20,0,20,0,completed
32852,21,111,2024-10-08 23:51:16,20,0,20,0,completed
32853,3678,152,2024-10-18 18:57:23,25,0,25,0,completed
32854,3739,182,2024-10-02 14:53:27,100,0,100,0,completed
32855,4466,321,2024-10-16 11:26:35,10,0,10,0,completed
32856,4628,437,2024-11-18 21:05:01,5,0,5,0,completed
32857,903,348,2024-11-20 19:48:50,20,0,20,20,cancelled
32858,178,136,2024-11-13 17:57:49,20,0,20,0,completed
32859,80,454,2024-10-11 15:09:13,10,0,10,0,completed
32860,3391,328,2024-10-23 09:55:40,5,0,5,0,completed
32861,4281,485,2024-10-14 14:36:30,20,0,20,0,completed
32862,1381,410,2024-10-17 19:01:24,20,0,20,0,completed
32863,2909,484,2025-01-01 18:45:24,5,0,5,0,completed
32864,3547,451,2025-01-22 01:34:11,10,0,10,0,completed
32865,315,104,2025-01-10 22:30:14,20,0,20,,completed
32866,3448,219,2024-11-10 20:02:22,20,0,20,0,completed
32867,3679,172,2024-09-28 07:35:00,100,0,100,0,completed
32868,682,491,2025-01-13 04:27:09,50,0,50,,cancelled
32869,3564,371,2024-09-03 22:18:19,5,0,5,0,completed
32870,1502,427,2024-11-21 12:36:54,20,0,20,20,cancelled
32871,3858,400,2024-11-08 11:51:37,25,0,25,0,completed
32872,4553,46,2024-12-11 22:20:32,10,0,10,0,completed
32873,3381,415,2024-10-20 09:52:46,10,0,10,0,completed
32874,4771,168,2024-11-26 01:57:33,20,0,20,0,completed
32875,3090,145,2024-09-24 03:06:31,25,0,25,0,completed
32876,4771,259,2024-10-18 13:33:34,25,0,25,37.5,completed
32877,4176,180,2025-01-06 14:39:44,10,0,10,0,completed
32878,1565,224,2024-10-08 16:50:36,20,0,20,200,completed
32879,1777,316,2024-10-07 02:15:08,50,0,50,0,completed
32880,4609,209,2025-01-04 23:00:18,100,0,100,0,completed
32881,851,13,2024-11-06 21:18:02,5,0,5,0,completed
32882,2874,416,2025-01-17 08:10:47,50,0,50,0,completed
32883,308,353,2024-09-15 11:05:57,50,0,50,0,completed
32884,277,28,2025-01-23 15:27:41,100,0,100,0,completed
32885,3271,414,2024-11-26 03:34:47,50,0,50,0,completed
32886,2908,238,2024-12-26 13:40:12,20,0,20,20,cancelled
32887,2868,136,2024-11-15 00:06:49,20,15,5,400,completed
32888,3069,318,2024-12-07 01:36:26,10,0,10,0,completed
32889,580,212,2024-10-18 05:05:39,50,0,50,0,completed
32890,1661,136,2024-11-13 15:48:01,20,0,20,0,completed
32891,3612,73,2024-12-24 22:28:48,10,0,10,0,completed
32892,2254,197,2024-11-01 15:19:49,10,0,10,0,completed
32893,4879,57,2025-01-07 19:22:48,10,0,10,100,completed
32894,3763,335,2024-12-22 21:32:47,20,0,20,0,completed
32895,272,245,2024-11-12 03:21:43,10,0,10,0,completed
32896,3376,476,2025-01-07 12:50:19,100,0,100,0,completed
32897,531,59,2025-01-04 15:22:35,100,0,100,0,completed
32898,3295,33,2024-12-08 21:55:25,20,0,20,0,completed
32899,780,371,2024-09-04 18:15:51,5,0,5,0,completed
32900,3575,57,2025-01-09 07:12:53,10,0,10,100,completed
32901,2366,33,2024-12-08 15:43:02,20,0,20,0,completed
32902,3191,347,2024-12-04 12:03:14,5,0,5,0,completed
32903,630,460,2024-10-02 03:46:39,5,0,5,0,completed
32904,4820,230,2024-09-17 20:55:53,10,0,10,15.0,completed
32905,684,186,2024-12-14 07:52:47,10,0,10,10,cancelled
32906,840,359,2024-12-10 05:47:15,20,0,20,0,completed
32907,4861,423,2024-10-27 12:41:18,5,0,5,0,completed
32908,4561,13,2024-11-06 20:41:32,5,0,5,0,completed
32909,13,183,2024-09-29 16:01:45,100,0,100,100,cancelled
32910,3793,31,2025-01-10 05:47:07,5,0,5,0,completed
32911,3891,31,2025-01-09 21:19:34,5,0,5,0,completed
32912,3303,20,2024-10-23 10:25:43,100,0,100,100,cancelled
32913,20,228,2024-10-30 06:47:42,25,0,25,125,completed
32914,3570,233,2024-10-05 01:08:35,10,0,10,0,completed
32915,844,325,2024-09-25 17:00:35,20,0,20,20,cancelled
32916,2577,352,2024-10-13 05:51:34,25,0,25,0,completed
32917,377,294,2024-09-15 13:42:10,100,0,100,1000,completed
32918,2390,363,2024-11-24 13:34:08,10,0,10,0,completed
32919,2470,150,2025-01-20 17:33:22,25,0,25,0,completed
32920,3191,399,2024-11-29 07:01:05,25,0,25,0,completed
32921,2592,23,2024-12-18 00:59:44,100,0,100,0,completed
32922,1124,308,2024-12-22 11:43:01,25,0,25,0,completed
32923,485,359,2024-12-09 05:20:00,20,0,20,0,completed
32924,1271,39,2024-09-02 12:22:03,5,0,5,0,completed
32925,2120,112,2024-11-25 07:02:12,100,0,100,2000,completed
32926,736,368,2024-10-11 02:15:58,50,0,50,0,completed
32927,1668,153,2024-12-06 21:42:21,10,0,10,30,completed
32928,3144,390,2024-12-12 03:38:21,5,0,5,50,completed
32929,1381,81,2024-10-21 19:41:14,20,0,20,0,completed
32930,4939,264,2024-12-16 17:49:20,5,0,5,7.5,completed
32931,4766,56,2024-12-07 20:03:41,50,0,50,0,completed
32932,455,417,2024-11-13 10:54:10,20,0,20,0,completed
32933,4901,1,2024-09-15 17:59:55,50,0,50,0,completed
32934,551,396,2025-01-09 06:41:31,100,0,100,100,cancelled
32935,3963,319,2025-01-26 00:47:10,50,0,50,0,completed
32936,3735,443,2024-10-13 17:11:32,50,0,50,50,cancelled
32937,4652,473,2024-10-21 04:15:33,25,0,25,125,completed
32938,3734,495,2025-01-05 15:10:21,25,0,25,0,completed
32939,522,264,2024-12-16 15:31:03,5,0,5,0,completed
32940,2236,373,2024-11-11 13:07:54,20,0,20,0,completed
32941,4018,115,2024-11-24 16:28:09,25,0,25,0,completed
32942,931,185,2024-10-25 16:19:18,50,0,50,0,completed
32943,4155,261,2024-12-06 12:45:39,10,0,10,100,completed
32944,206,30,2024-10-02 03:07:36,25,0,25,0,completed
32945,2637,203,2024-11-02 11:08:36,50,0,50,0,completed
32946,2136,359,2024-12-10 05:59:17,20,0,20,0,completed
32947,4717,204,2024-10-12 06:14:40,25,0,25,0,completed
32948,267,270,2024-10-16 19:38:15,20,0,20,0,completed
32949,4290,271,2024-11-12 06:23:35,25,0,25,0,completed
32950,1143,488,2024-11-16 04:45:52,50,0,50,0,completed
32951,822,260,2024-09-29 19:48:01,5,0,5,0,completed
32952,1907,177,2024-10-06 23:59:43,50,0,50,0,completed
32953,3509,320,2024-10-18 19:57:07,100,0,100,2000,completed
32954,834,161,2024-11-22 19:41:42,20,0,20,0,completed
32955,335,2,2024-09-30 21:56:41,100,0,100,100,cancelled
32956,1099,268,2024-08-31 13:07:54,5,0,5,0,completed
32957,4874,355,2025-01-24 11:19:47,50,0,50,0,completed
32958,2787,68,2024-12-05 23:53:07,25,0,25,0,completed
32959,2607,56,2024-12-07 14:21:21,50,0,50,0,completed
32960,4659,237,2024-09-26 07:34:33,50,0,50,0,completed
32961,1176,427,2024-11-20 22:54:53,20,0,20,20,cancelled
32962,3876,206,2024-11-24 05:15:13,5,0,5,0,completed
32963,2981,27,2024-12-29 02:39:37,50,0,50,0,completed
32964,1737,320,2024-10-18 07:58:31,100,0,100,0,completed
32965,3596,482,2024-09-26 18:00:12,50,0,50,0,completed
32966,1949,284,2024-09-19 04:50:12,10,0,10,0,completed
32967,3924,333,2024-11-11 04:27:52,50,0,50,50,cancelled
32968,4539,340,2024-11-29 08:12:21,5,0,5,0,completed
32969,3877,283,2025-01-22 07:42:28,25,0,25,0,completed
32970,3360,107,2024-10-03 16:20:55,10,0,10,0,completed
32971,2273,282,2025-01-25 17:56:23,5,0,5,5,cancelled
32972,3522,385,2024-11-30 08:54:23,100,0,100,300,completed
32973,879,281,2024-10-12 04:38:21,50,0,50,0,completed
32974,3946,439,2024-09-29 12:26:04,5,0,5,0,completed
32975,3588,168,2024-11-27 19:58:44,20,0,20,200,completed
32976,3522,262,2024-09-19 23:06:08,10,0,10,0,completed
32977,1544,496,2024-12-06 05:32:17,20,0,20,,completed
32978,2003,99,2024-11-29 19:36:26,50,0,50,500,completed
32979,938,464,2024-12-04 14:33:44,10,0,10,0,completed
32980,4498,110,2024-09-20 02:06:58,25,0,25,75,completed
32981,2651,287,2024-10-25 01:48:24,100,0,100,0,completed
32982,4865,169,2024-09-16 16:54:08,25,0,25,0,completed
32983,1847,87,2024-09-13 02:36:43,10,0,10,0,completed
32984,4057,32,2024-10-18 03:38:11,10,0,10,10,cancelled
32985,3604,362,2024-10-30 23:10:20,5,0,5,0,completed
32986,1421,256,2025-01-06 02:32:58,10,0,10,50,completed
32987,2674,370,2024-11-14 11:17:36,20,0,20,0,completed
32988,15,58,2024-12-24 02:36:05,25,0,25,50,completed
32989,1657,75,2024-09-06 23:58:09,100,0,100,0,completed
32990,3568,63,2024-11-23 15:30:31,25,0,25,0,completed
32991,2463,462,2024-12-28 13:15:52,100,0,100,0,completed
32992,3396,115,2024-11-24 02:36:51,25,0,25,0,completed
32993,1632,24,2024-11-28 21:34:30,5,0,5,0,completed
32994,3727,398,2024-10-17 13:49:30,5,0,5,0,completed
32995,1661,266,2024-12-30 02:01:35,5,0,5,0,completed
32996,4850,238,2024-12-26 22:47:06,20,0,20,20,cancelled
32997,3658,389,2024-09-04 12:48:17,20,0,20,0,completed
32998,668,433,2024-11-07 00:18:23,50,0,50,0,completed
32999,772,485,2024-10-15 06:14:28,20,0,20,30.0,completed
33000,2586,26,2024-10-16 17:07:28,5,0,5,15,completed
33001,2274,383,2024-08-31 02:52:02,5,0,5,5,cancelled
33002,1621,464,2024-12-03 17:54:01,10,0,10,30,completed
33003,2253,149,2024-12-14 19:25:36,20,0,20,100,completed
33004,2647,56,2024-12-07 21:48:17,50,0,50,0,completed
33005,4471,499,2024-12-19 00:28:53,100,0,100,0,completed
33006,1076,44,2024-11-20 02:56:28,100,0,100,0,completed
33007,1464,115,2024-11-23 18:48:43,25,0,25,0,completed
33008,1302,416,2025-01-16 21:36:20,50,0,50,75.0,completed
33009,4096,49,2024-09-10 22:01:51,20,0,20,200,completed
33010,1317,265,2024-12-16 09:47:39,10,0,10,0,completed
33011,1389,325,2024-09-25 12:50:16,20,0,20,20,cancelled
33012,4159,318,2024-12-06 18:41:52,10,0,10,0,completed
33013,3391,290,2024-11-18 08:55:15,50,0,50,0,completed
33014,2807,263,2025-01-02 12:38:52,10,0,10,15.0,completed
33015,2057,307,2024-11-18 06:56:03,20,0,20,0,completed
33016,2709,37,2025-01-09 05:27:40,5,0,5,0,completed
33017,3249,279,2024-09-28 09:34:54,10,0,10,0,completed
33018,3864,40,2024-09-06 03:14:16,10,0,10,0,completed
33019,590,493,2024-11-25 21:50:02,20,0,20,0,completed
33020,4868,144,2024-10-01 16:09:15,50,0,50,0,completed
33021,911,480,2024-09-03 03:38:28,100,0,100,150.0,completed
33022,2464,106,2024-10-18 23:27:45,25,0,25,0,completed
33023,3668,120,2024-11-24 09:15:58,5,0,5,5,cancelled
33024,887,90,2024-10-11 01:23:36,25,0,25,37.5,completed
33025,1257,93,2024-12-27 18:03:56,100,0,100,500,completed
33026,4546,141,2024-12-30 05:13:39,20,0,20,20,cancelled
33027,406,31,2025-01-10 00:23:30,5,0,5,0,completed
33028,1532,420,2024-10-03 14:16:46,5,0,5,0,completed
33029,1709,419,2024-09-28 09:37:31,20,0,20,100,completed
33030,2972,178,2024-09-25 15:02:06,5,0,5,0,completed
33031,1628,137,2025-01-14 17:38:45,10,0,10,0,completed
33032,2593,209,2025-01-04 22:14:33,100,0,100,0,completed
33033,1548,462,2024-12-28 14:34:03,100,0,100,0,completed
33034,2061,417,2024-11-13 23:22:26,20,0,20,0,completed
33035,3859,232,2024-09-08 10:19:31,25,0,25,500,completed
33036,2432,370,2024-11-14 17:17:53,20,0,20,30.0,completed
33037,991,330,2024-12-20 05:23:47,20,0,20,0,completed
33038,271,468,2024-10-19 04:19:47,5,0,5,5,cancelled
33039,1980,348,2024-11-21 02:24:48,20,0,20,20,cancelled
33040,1947,326,2024-10-03 15:28:35,100,0,100,0,completed
33041,1504,375,2025-01-10 02:56:20,100,0,100,0,completed
33042,1676,250,2024-11-07 11:39:22,5,0,5,0,completed
33043,748,270,2024-10-16 19:42:51,20,0,20,0,completed
33044,3505,40,2024-09-05 19:48:25,10,0,10,0,completed
33045,3465,34,2024-09-11 05:53:07,5,0,5,5,cancelled
33046,3981,257,2024-11-14 19:55:27,5,5,0,100,completed
33047,975,155,2024-10-25 11:57:29,20,0,20,0,completed
33048,3440,28,2025-01-25 08:58:38,100,0,100,0,completed
33049,2919,382,2024-09-27 07:25:11,50,0,50,50,cancelled
33050,1473,288,2024-10-23 21:48:43,50,0,50,0,completed
33051,372,57,2025-01-07 23:05:30,10,0,10,0,completed
33052,2382,135,2024-10-23 14:36:31,5,0,5,0,completed
33053,611,338,2024-09-12 05:55:23,10,0,10,0,completed
33054,1142,174,2024-11-20 22:55:15,10,0,10,0,completed
33055,4200,286,2024-09-15 18:10:47,50,0,50,0,completed
33056,1471,279,2024-09-27 23:51:02,10,0,10,20,completed
33057,1273,171,2025-01-22 22:03:45,20,0,20,0,completed
33058,3464,17,2025-01-21 14:06:16,5,0,5,5,cancelled
33059,1391,339,2024-12-12 13:57:12,100,0,100,0,completed
33060,1127,166,2024-11-15 06:45:16,10,0,10,0,completed
33061,10,110,2024-09-21 07:05:32,25,0,25,0,completed
33062,2527,420,2024-10-03 18:23:29,5,0,5,0,completed
33063,480,496,2024-12-07 01:05:52,20,0,20,0,completed
33064,247,3,2024-09-21 18:55:34,20,0,20,0,completed
33065,762,138,2024-12-04 01:48:39,25,0,25,0,completed
33066,3395,454,2024-10-12 20:26:15,10,0,10,0,completed
33067,1396,295,2024-11-24 17:31:46,100,0,100,0,completed
33068,4354,224,2024-10-09 06:35:59,20,0,20,0,completed
33069,1964,171,2025-01-23 03:07:48,20,0,20,0,completed
33070,2220,350,2024-10-06 17:16:50,10,0,10,10,cancelled
33071,333,59,2025-01-05 13:21:51,100,0,100,,completed
33072,922,489,2024-10-07 19:50:27,10,0,10,0,completed
33073,522,367,2024-12-28 21:39:48,100,0,100,0,completed
33074,2301,51,2025-01-17 03:02:22,5,0,5,0,completed
33075,421,490,2024-11-09 11:01:48,10,0,10,0,completed
33076,2839,255,2025-01-06 20:43:01,5,0,5,0,completed
33077,1690,358,2024-12-13 13:03:54,10,0,10,0,completed
33078,4566,255,2025-01-08 00:38:38,5,0,5,0,completed
33079,2854,73,2024-12-24 18:22:38,10,0,10,200,completed
33080,1797,68,2024-12-06 08:37:15,25,0,25,0,completed
33081,3342,144,2024-10-01 01:38:17,50,0,50,0,completed
33082,780,437,2024-11-18 15:40:29,5,0,5,0,completed
33083,3161,466,2024-09-29 05:13:54,100,0,100,0,completed
33084,1475,247,2024-12-13 12:48:00,100,0,100,0,completed
33085,4539,68,2024-12-06 02:24:26,25,0,25,500,completed
33086,4691,102,2024-09-22 23:45:16,100,0,100,0,completed
33087,1229,99,2024-11-29 17:11:10,50,0,50,,completed
33088,2671,346,2024-11-25 00:50:24,10,0,10,100,completed
33089,1032,482,2024-09-27 11:08:45,50,0,50,0,completed
33090,4611,191,2024-12-21 23:06:05,50,0,50,0,completed
33091,4308,347,2024-12-03 12:14:24,5,0,5,7.5,completed
33092,4380,308,2024-12-22 05:03:14,25,0,25,0,completed
33093,1840,234,2024-10-03 19:58:50,25,0,25,250,completed
33094,3964,173,2024-12-25 20:15:01,100,0,100,0,completed
33095,637,254,2024-12-09 18:57:16,20,0,20,0,completed
33096,4409,134,2024-09-18 10:08:25,20,0,20,60,completed
33097,1521,10,2025-01-09 08:29:22,25,0,25,0,completed
33098,2345,386,2024-10-09 14:18:46,5,0,5,0,completed
33099,343,4,2025-01-03 12:00:37,50,0,50,0,completed
33100,2742,133,2024-12-04 19:33:29,5,0,5,0,completed
33101,181,357,2024-09-02 18:41:04,20,0,20,0,completed
33102,449,13,2024-11-06 15:49:44,5,0,5,0,completed
33103,1429,152,2024-10-19 00:11:47,25,0,25,0,completed
33104,4525,463,2024-11-01 13:16:50,10,0,10,50,completed
33105,2528,381,2024-11-16 16:04:13,10,0,10,0,completed
33106,3568,253,2024-10-20 02:27:16,20,0,20,0,completed
33107,1681,25,2025-01-29 18:45:09,20,0,20,20,cancelled
33108,4125,365,2025-01-28 08:28:20,20,0,20,0,completed
33109,4477,339,2024-12-11 00:23:50,100,0,100,0,completed
33110,3674,212,2024-10-19 12:01:05,50,0,50,1000,completed
33111,1092,225,2025-01-19 01:17:06,20,0,20,0,completed
33112,4632,427,2024-11-20 09:52:06,20,0,20,20,cancelled
33113,3385,12,2025-01-27 14:55:57,100,0,100,0,completed
33114,783,31,2025-01-09 20:48:38,5,0,5,0,completed
33115,1046,83,2024-12-21 17:48:52,25,0,25,0,completed
33116,3204,50,2024-12-07 08:27:38,100,0,100,0,completed
33117,2510,21,2024-12-03 10:09:20,25,0,25,25,cancelled
33118,3832,364,2024-12-22 08:02:47,5,0,5,0,completed
33119,4383,292,2024-10-14 05:03:45,100,0,100,300,completed
33120,3981,394,2025-01-08 13:02:45,10,10,0,0,completed
33121,2497,164,2024-09-03 20:40:52,20,0,20,0,completed
33122,434,324,2024-11-19 05:27:12,5,0,5,0,completed
33123,2693,323,2024-10-14 22:39:36,20,0,20,0,completed
33124,213,376,2024-10-19 09:10:03,10,0,10,0,completed
33125,635,29,2024-11-29 08:10:53,50,0,50,150,completed
33126,4929,130,2024-10-22 10:26:17,5,0,5,5,cancelled
33127,1707,208,2024-11-21 15:45:03,100,0,100,0,completed
33128,1396,440,2024-09-28 18:35:13,10,0,10,0,completed
33129,2424,360,2024-10-22 10:37:47,100,0,100,0,completed
33130,1735,246,2025-01-19 15:15:51,20,0,20,0,completed
33131,1625,500,2024-09-24 15:53:44,20,0,20,0,completed
33132,4856,260,2024-09-30 19:41:05,5,0,5,0,completed
33133,4952,63,2024-11-24 07:38:09,25,0,25,0,completed
33134,4654,470,2024-12-29 00:15:02,10,0,10,0,completed
33135,816,318,2024-12-07 04:22:54,10,0,10,0,completed
33136,3461,271,2024-11-12 05:19:21,25,0,25,0,completed
33137,1691,162,2024-09-11 14:21:16,20,0,20,0,completed
33138,3936,473,2024-10-22 05:07:57,25,0,25,125,completed
33139,1097,393,2024-09-15 13:29:29,5,0,5,0,completed
33140,4233,270,2024-10-16 01:08:43,20,0,20,0,completed
33141,1310,356,2025-01-03 15:47:41,5,0,5,5,cancelled
33142,485,386,2024-10-08 07:02:11,5,0,5,0,completed
33143,1373,304,2025-01-21 07:51:08,5,0,5,100,completed
33144,2571,168,2024-11-27 08:13:39,20,0,20,0,completed
33145,3828,479,2025-01-18 16:42:24,25,0,25,0,completed
33146,3787,270,2024-10-16 10:16:53,20,0,20,60,completed
33147,4689,391,2024-10-04 23:41:20,10,0,10,0,completed
33148,398,360,2024-10-22 05:49:50,100,0,100,0,completed
33149,1170,444,2024-10-09 13:51:18,20,0,20,0,completed
33150,4827,366,2025-01-22 15:09:52,20,0,20,20,cancelled
33151,3813,427,2024-11-21 14:33:36,20,0,20,20,cancelled
33152,611,141,2024-12-29 23:04:23,20,0,20,,cancelled
33153,2914,5,2024-12-16 11:11:05,5,0,5,0,completed
33154,4600,140,2024-12-06 04:17:20,50,0,50,100,completed
33155,3179,186,2024-12-12 23:07:18,10,10,0,10,cancelled
33156,2094,432,2025-01-10 23:35:50,5,0,5,5,cancelled
33157,1063,50,2024-12-08 11:26:25,100,0,100,0,completed
33158,3257,167,2024-10-19 18:18:19,50,0,50,0,completed
33159,4275,112,2024-11-26 09:31:48,100,0,100,0,completed
33160,2740,248,2025-01-10 08:23:48,5,0,5,0,completed
33161,2486,267,2024-12-02 15:22:37,100,0,100,0,completed
33162,2889,299,2024-11-10 01:38:30,50,0,50,50,cancelled
33163,101,43,2024-11-18 13:19:47,5,0,5,7.5,completed
33164,994,42,2024-10-09 01:07:22,100,0,100,0,completed
33165,1320,380,2025-01-10 15:31:26,20,0,20,0,completed
33166,1448,161,2024-11-22 22:48:01,20,0,20,0,completed
33167,1738,305,2024-09-15 00:56:34,50,0,50,100,completed
33168,4950,66,2025-01-09 11:45:55,20,0,20,0,completed
33169,2101,328,2024-10-22 18:56:27,5,0,5,0,completed
33170,2137,312,2024-11-26 10:54:47,10,0,10,0,completed
33171,291,94,2024-12-14 08:14:56,10,0,10,15.0,completed
33172,1417,467,2024-11-19 22:15:55,100,0,100,0,completed
33173,753,450,2024-10-07 18:48:23,10,0,10,10,cancelled
33174,3751,463,2024-11-01 10:02:27,10,0,10,0,completed
33175,2833,419,2024-09-27 05:58:59,20,0,20,0,completed
33176,3006,403,2024-10-09 02:56:24,25,0,25,0,completed
33177,4682,82,2024-09-25 03:34:02,10,0,10,0,completed
33178,1516,49,2024-09-09 23:46:56,20,0,20,0,completed
33179,4234,452,2024-10-01 18:02:41,100,0,100,2000,completed
33180,1031,256,2025-01-05 09:25:07,10,0,10,0,completed
33181,1376,48,2024-09-26 01:54:48,10,0,10,0,completed
33182,3190,458,2025-01-08 07:13:23,20,0,20,0,completed
